Lemma,Word_Type,Category,Primary_subcategory,Alt_split
DIY,acr,style,abbreviation,"['do-it-yourself', 'do-it-yourself (DIY)']"
DM,acr,style,abbreviation,"['direct message', 'direct mail', 'private message', 'send a direct message to']"
DNS,acr,style,abbreviation,"['domain name system', 'domain name system (DNS)']"
DOM,acr,style,abbreviation,"['document object model', 'document object model (DOM)']"
DPO,acr,style,abbreviation,"['direct public offering', 'direct public offering (DPO)']"
DR,acr,style,abbreviation,"['debit', 'debit (DR)']"
EBITDA,acr,style,abbreviation,"['earnings before interest, taxes, decreciation and amortization', 'earnings before interest, taxes, decreciation and amortization (EBITDA)']"
EOD,acr,style,abbreviation,"['end of day', 'end of day (EOD)']"
EPS,acr,style,abbreviation,"['earnings per share', 'earnings per share (EPS)']"
ESOP,acr,style,abbreviation,"['employee stock option plan', 'employee stock option plan (ESOP)']"
ESP,acr,style,abbreviation,"['email service provider', 'email service provider (ESP)']"
ETA,acr,style,abbreviation,"['estimated time of arrival', 'estimated time of arrival (ETA)']"
ETD,acr,style,abbreviation,"['estimated time of departure', 'estimated time of departure (ETD)']"
EV,acr,style,abbreviation,"['enterprise value', 'enterprise value (EV)']"
EVP,acr,style,abbreviation,"['exceptional viable product', 'exceptional viable product (EVP)']"
FAQ,acr,style,abbreviation,['Frequently asked question']
FFF,acr,style,abbreviation,"['friends and family round', 'friends and family round (FFF)']"
FIFO,acr,style,abbreviation,"['first in, first out', 'first in, first out (FIFO)']"
FMA,acr,style,abbreviation,"['first-mover advantage', 'first-mover advantage (FMA)']"
FOLO,acr,style,abbreviation,"['fear of losing out', 'fear of losing out (FOLO)']"
FOMO,acr,style,abbreviation,"['fear of missing out', 'fear of missing out (FOMO)']"
FOSS,acr,style,abbreviation,"['free and open-source software', 'free and open-source software (FOSS)']"
FTE,acr,style,abbreviation,"['full-time employee', 'full-time employee (FTE)']"
FTP,acr,style,abbreviation,"['file transport protocol', 'file transport protocol (FTP)']"
FTU,acr,style,abbreviation,"['first time use', 'first time use (FTU)']"
FWIW,acr,style,abbreviation,['For what it’s worth']
FY,abbr,style,abbreviation,"['financial year', 'financial year (FY)', 'fiscal year', 'fiscal year (FY)']"
FYI,acr,style,abbreviation,['for your information']
GA,acr,style,abbreviation,"['Google Analytics', 'Google Analytics (GA)']"
GAAP,acr,style,abbreviation,"['generally accepted accounting principles', 'generally accepted accounting principles (GAAP)']"
GMV,acr,style,abbreviation,"['gross merchandise value', 'gross merchandise value (GMV)']"
GTM,acr,style,abbreviation,"['go-to-market', 'go-to-market (GTM)']"
GUI,acr,style,abbreviation,"['graphical user interface', 'graphical user interface (GUI)']"
H1,abbr,style,abbreviation,"['first half', 'first half of the year', 'first half (H1)', 'first half of the year (H1)']"
H2,abbr,style,abbreviation,"['second half', 'second half of the year', 'second half (H2)', 'second half of the year (H2)']"
HMU,acr,style,abbreviation,['Hit me up']
HR,acr,style,abbreviation,"['human relations', 'human relations (HR)', 'human resources', 'human resources (HR)']"
HTML,acr,style,abbreviation,"['hyperText markup language', 'hyperText markup language (HTML)']"
HTTP,acr,style,abbreviation,"['hyperText transfer protocol', 'hyperText transfer protocol (HTTP)']"
HTTPS,acr,style,abbreviation,"['hyperText transfer protocol secure', 'hyperText transfer protocol secure (HTTPS)']"
ICP,acr,style,abbreviation,"['ideal customer profile', 'ideal customer profile (ICP)']"
ICYMI,acr,style,abbreviation,['In case you missed it']
IDE,acr,style,abbreviation,"['integrated development environment', 'integrated development environment (IDE)']"
IDK,acr,style,abbreviation,"[""I don't know""]"
IIRC,acr,style,abbreviation,"['If I remember correctly,']"
IM,acr,style,abbreviation,"['instant messaging', 'instant messaging (IM)']"
IMHO,acr,style,abbreviation,"['In my humble opinion,']"
IMO,acr,style,abbreviation,"['In my opinion,']"
IP,acr,style,abbreviation,"['Internet Protocol', 'Internet Protocol (IP)']"
IPO,acr,style,abbreviation,"['initial public offering', 'initial public offering (IPO)']"
IRR,acr,style,abbreviation,"['internal rate of return', 'internal rate of return (IRR)']"
ISP,acr,style,abbreviation,"['Internet service provider', 'Internet service provider (ISP)']"
IaaS,acr,style,abbreviation,"['infrastructure as a service', 'infrastructure as a service (IaaS)']"
JS,acr,style,abbreviation,"['JavaScript', 'JavaScript (JS)']"
JSON,acr,style,abbreviation,"['JavaScript object notation', 'JavaScript object notation (JSON)']"
KISS,acr,style,abbreviation,"['Keep it simple, stupid', 'Keep it simple, stupid (KISS)', 'Keep it simple, obvious']"
KPI,acr,style,abbreviation,"['key performance indictator', 'key performance indictators', 'key performance indictator (KPI)', 'key performance indictators (KPI)']"
KPIs,acr,style,abbreviation,"['key performance indicators', 'key performance indicators (KPIs)']"
LAMP,acr,style,abbreviation,"['Linux, Apache, MySQL, PHP', 'Linux, Apache, MySQL, PHP (LAMP)', 'Linux, Apache, MySQL, Python', 'Linux, Apache, MySQL, Python (LAMP)', 'Linux, Apache, MySQL, Perl', 'Linux, Apache, MySQL, Perl (LAMP)']"
LBFM,abbr,openly_discriminating,sexism,['-']
LBO,acr,style,abbreviation,"['leveraged buyout', 'leveraged buyout (LBO)']"
LET,acr,style,abbreviation,['Leaving early today']
LIFO,acr,style,abbreviation,"['last in, first out', 'last in, first out (LIFO)']"
LLC,acr,style,abbreviation,"['limited liability company', 'limited liability company (LLC)']"
LMGTFY,acr,style,abbreviation,['Let me Google that for you']
LMK,acr,style,abbreviation,['Let me know']
LP,acr,style,abbreviation,"['limited partner', 'limited partner (LP)']"
LTM,acr,style,abbreviation,"['last twelve months', 'last twelve months (LTM)']"
LTR,acr,style,abbreviation,"['left to right', 'left to right (LTR)']"
LTV,acr,style,abbreviation,"['lifetime value', 'lifetime value (LTV)']"
LWOP,acr,style,abbreviation,['leave without pay']
M&A,acr,style,abbreviation,"['mergers and acquisitions', 'mergers and acquisitions (M&A)']"
MBI,acr,style,abbreviation,"['management buy-in', 'management buy-in (MBI)']"
MBO,acr,style,abbreviation,"['management buyout', 'management buyout (MBO)']"
MEAN,acr,style,abbreviation,"['MongoDB, Express.js, Angular, Node.js', 'MongoDB, Express.js, Angular, Node.js (MEAN)']"
MESBIC,acr,style,abbreviation,"['minority enterprise small business investment companies', 'minority enterprise small business investment companies (MESBIC)']"
MF,acr,style,abbreviation,"['management fee', 'management fee (MF)']"
MMS,acr,style,abbreviation,"['multimedia messaging service', 'multimedia message', 'multimedia messaging service (MMS)']"
MRR,acr,style,abbreviation,"['monthly recurring revenue', 'monthly recurring revenue (MRR)']"
MSP,acr,style,abbreviation,"['multi-sided platform', 'multi-sided platform (MSP)']"
MTD,acr,style,abbreviation,"['month-to-date', 'month-to-date (MTD)']"
MVC,acr,style,abbreviation,"['model-view-controller', 'model-view-controller (MVC)']"
MVP,acr,style,abbreviation,"['minimum viable product', 'minimum viable product (MVP)']"
MoM,acr,style,abbreviation,"['month-over-month', 'month-over-month (MoM)']"
NAV,acr,style,abbreviation,"['net asset value', 'net asset value (NAV)']"
NBD,acr,style,abbreviation,['No big deal.']
NDA,acr,style,abbreviation,"['non-disclosure agreement', 'non-disclosure agreement (NDA)']"
NDR,acr,style,abbreviation,"['net dollar retention', 'net dollar retention (NDR)']"
NP,acr,style,abbreviation,['No problem']
NPV,acr,style,abbreviation,"['net present value', 'net present value (NPV)']"
NRN,acr,style,abbreviation,['No reply necessary.']
NSFW,acr,style,abbreviation,['not safe for work']
NVM,acr,style,abbreviation,['Nevermind']
NWR,acr,style,abbreviation,['not work related']
NYSE,acr,style,abbreviation,"['New York Stock Exchange', 'New York Stock Exchange (NYSE)']"
OAuth,acr,style,abbreviation,"['open authentication', 'open authentication (OAuth)']"
OCD,abbr,style,abbreviation,"['obsessive-compulsive disorder', 'obsessive-compulsive disorder (OCD)', 'detail-oriented', 'precise', 'careful', 'with attention to detail']"
OKR,acr,style,abbreviation,"['objectives and key results', 'objectives and key results (OKR)']"
OMW,acr,style,abbreviation,['on my way']
OOO,acr,style,abbreviation,"['out of office', 'out of office (OOO)']"
OOP,acr,style,abbreviation,"['object-oriented programming', 'object-oriented programming (OOP)']"
OOTD,acr,style,abbreviation,['Outfit of the day']
OS,acr,style,abbreviation,"['operating system', 'operating system (OS)']"
OTB,abbr,style,abbreviation,['outside the box']
OTC,acr,style,abbreviation,"['over the counter', 'over the counter (OTC)']"
OTP,acr,style,abbreviation,"['over-the-top', 'one-time password', 'one-time passcode', 'on-time performance']"
P card,abbr,style,abbreviation,"['purchase card', 'purchase card (P-card)']"
P&L,acr,style,abbreviation,"['profit and loss statement', 'profit and loss statement (P&L)']"
P-card,abbr,style,abbreviation,"['purchase card', 'purchase card (P-card)']"
P/E,acr,style,abbreviation,"['price to earnings', 'price to earnings (P/E)']"
PIK,acr,style,abbreviation,"['payments in kind', 'payments in kind (PIK)']"
PIPE,acr,style,abbreviation,"['private investment for public equity', 'private investment for public equity (PIPE)']"
PIV,acr,style,abbreviation,"['pooled investment vehicle', 'pooled investment vehicle (PIV)']"
PLG,acr,style,abbreviation,"['product-led growth', 'product-led growth (PLG)']"
PM,acr,style,abbreviation,"['project manager', 'project manager (PM)']"
PMF,acr,style,abbreviation,"['product market fit', 'product market fit (PMF)']"
POC,acr,style,abbreviation,"['point of contact', 'point of contact (POC)', 'proof of concept', 'proof of concept (POC)']"
POI,acr,style,abbreviation,"['point of information', 'point of information (POI)']"
PPC,acr,style,abbreviation,"['pay-per-click', 'pay-per-click (PPC)']"
PR,acr,style,abbreviation,"['public relations', 'public relations (PR)']"
PRB,acr,style,abbreviation,['Please reply by']
PTE,acr,style,abbreviation,"['part-time employee', 'part-time employee (PTE)']"
PTO,acr,style,abbreviation,"['paid time off', 'parent-teacher organization', 'parent-teacher organization (PTO)']"
PV,acr,style,abbreviation,"['page views', 'page views (PV)']"
PaaS,acr,style,abbreviation,"['platform as a service', 'platform as a service (PaaS)']"
Pcard,abbr,style,abbreviation,"['purchase card', 'purchase card (P-card)']"
Q1,abbr,style,abbreviation,"['first quarter', 'first quarter (Q1)']"
Q2,abbr,style,abbreviation,"['second quarter', 'second quarter (Q2)']"
Q3,abbr,style,abbreviation,"['third quarter', 'third quarter (Q3)']"
Q4,abbr,style,abbreviation,"['fourth quarter', 'fourth quarter (Q4)', 'last quarter']"
QA,acr,style,abbreviation,"['quality assurance', 'quality assurance (QA)']"
QALY,abbr,style,abbreviation,"['-', 'quality-adjusted life years', 'quality-adjusted life years (QALY)', 'metric that confuses quality of life with health --- avoid if possible']"
QALYs,abbr,style,abbreviation,"['-', 'quality-adjusted life years', 'quality-adjusted life years (QALYs)', 'metric that confuses quality of life with health --- avoid if possible']"
QOTD,acr,style,abbreviation,['Quote of the day']
QPAM,acr,style,abbreviation,"['qualified professional asset manager', 'qualified professional asset manager (QPAM)']"
QoQ,acr,style,abbreviation,"['quarter-over-quarter', 'quarter-over-quarter (QoQ)']"
R&D,acr,style,abbreviation,"['research and development', 'research and development (R&D)']"
RAM,acr,style,abbreviation,"['random access memory', 'random access memory (RAM)']"
RCS,acr,style,abbreviation,"['rich communication services', 'rich communication services (RCS)']"
REGEX,acr,style,abbreviation,"['regular expression', 'regular expression (REGEX)']"
REST,acr,style,abbreviation,"['representational state transfer', 'representational state transfer (REST)']"
RFD,acr,style,abbreviation,"['request for discusssion', 'send a request for discussion']"
RFP,acr,style,abbreviation,"['request for proposal', 'request for proposal (RFP)']"
RN,acr,style,abbreviation,['Right now']
ROA,acr,style,abbreviation,"['return on assets', 'return on assets (ROA)']"
ROE,acr,style,abbreviation,"['return on equity', 'return on equity (ROE)']"
ROFL,acr,style,abbreviation,['Rolling on floor laughing!']
ROFLOL,acr,style,abbreviation,['Rolling on floor laughing out loud!']
ROFR,acr,style,abbreviation,"['right of first refusal', 'right of first refusal (ROFR)']"
ROI,acr,style,abbreviation,"['return on investment', 'return on investment (ROI)']"
ROR,acr,style,abbreviation,"['Ruby on Rails', 'Ruby on Rails (ROR)']"
ROS,acr,style,abbreviation,"['run of site', 'run of site (ROS)']"
RSS,acr,style,abbreviation,"['rich site summary', 'Rich Site Summary (RTS)', 'really simple syndication']"
RT,acr,style,abbreviation,"['retweet', 'retweet (RT)']"
RTL,acr,style,abbreviation,"['right To left', 'right To left (RTL)']"
SAFE,acr,style,abbreviation,"['simple agreement for future equity', 'simple agreement for future equity (SAFE)']"
SBIC,acr,style,abbreviation,"['small business investment company', 'small business investment company (SBIC)']"
SBIR,acr,style,abbreviation,"['Small Business Innovation Research Program', 'Small Business Innovation Research Program (SBIR)']"
SCCE,acr,style,abbreviation,"['Society for Corporate Compliance and Ethics', 'Society for Corporate Compliance and Ethics (SCCE)']"
SCM,acr,style,abbreviation,"['source control management', 'source control management (SCM)']"
SEC,acr,style,abbreviation,"['Securities and Exchange Commission', 'Securities and Exchange Commission (SEC)']"
SEM,acr,style,abbreviation,"['search engine marketing', 'search engine marketing (SEM)']"
SEO,acr,style,abbreviation,"['search engine optimization', 'search engine optimization (SEO)']"
SHA,acr,style,abbreviation,"['shareholders agreement', 'shareholders agreement (SHA)']"
SM,acr,style,abbreviation,"['servicemark', 'servicemark (SM)', 'social media', 'social media (SM)']"
SMART,acr,style,abbreviation,"['specific, measurable, attainable, realistic, time-bound', 'specific, measurable, attainable, realistic, time-bound (SMART)']"
SMB,abbr,style,abbreviation,"['small and medium-sized businesses', 'small and medium-sized businesses (SMB)']"
SME,abbr,style,abbreviation,"['subject matter expert', 'subject matter expert (SME)', 'small and medium-sized enterprises', 'small and medium-sized enterprises (SME)']"
SMM,acr,style,abbreviation,"['social media marketing', 'social media marketing (SMM)']"
SMS,acr,style,abbreviation,"['short message service', 'short message service (SMS)']"
SOW,acr,style,abbreviation,"['scope of work', 'scope of work (SOW)']"
SPAC,acr,style,abbreviation,"['specified purpose acquisition company', 'specified purpose acquisition company (SPACS)']"
SPACS,acr,style,abbreviation,"['special purpose acquisition companies', 'special purpose acquisition companies (SPACS)']"
STFU,acr,style,abbreviation,['Shut the *beep* up!']
STTR,acr,style,abbreviation,"['Small Business Technology Transfer Program', 'Small Business Technology Transfer Program (STTR)']"
SWOT,acr,style,abbreviation,"['strengths, weaknesses, opportunities, threats', 'strengths, weaknesses, opportunities, threats (SWOT)']"
SaaS,acr,style,abbreviation,"['software as a service', 'software as a service (SaaS)', 'software-as-a-service (SaaS)']"
TBA,acr,style,abbreviation,['To be announced']
TBD,acr,style,abbreviation,['To be decided']
TBF,acr,style,abbreviation,['To be frank']
TBH,acr,style,abbreviation,"['To be honest,']"
TERF,abbr,unconscious_bias,sexual_orientation,"['trans-exclusionary radical feminist', 'trans-exclusionary radical feminism']"
TGIF,acr,style,abbreviation,['Thank goodness it’s Friday']
TIA,acr,style,abbreviation,['Thanks in advance!']
TL;DR,acr,style,abbreviation,"[""Too long, didn't read.""]"
TLTR,acr,style,abbreviation,['too long to read']
TM,acr,style,abbreviation,"['trademark', 'trademark (TM)']"
TOS,acr,style,abbreviation,"['terms of service', 'terms of service (TOS)']"
TS,acr,style,abbreviation,"['term sheet', 'term sheet (TS)']"
TTYL,acr,style,abbreviation,['Talk to you later']
UGC,acr,style,abbreviation,"['user-generated content', 'user-generated content (UGC)']"
UI,acr,style,abbreviation,"['user interface', 'user interface (UI)']"
ULPA,acr,style,abbreviation,"['Uniform Limited Partnership Act', 'Uniform Limited Partnership Act (ULPA)']"
URL,acr,style,abbreviation,"['universal resource locator', 'universal resource locator (URL)']"
URM,acr,style,abbreviation,"['universal resource manager', 'universal resource manager (URM)']"
USPTO,acr,style,abbreviation,"['United States Patent & Trademark Office', 'United States Patent & Trademark Office (USPTO)']"
UV,acr,style,abbreviation,"['unique visitor', 'unique visitor (UV)']"
UX,acr,style,abbreviation,"['user experience', 'user experience (UX)']"
VC,acr,style,abbreviation,"['venture capitalists', 'venture capitalists (VC)']"
VCS,acr,style,abbreviation,"['version control software', 'version control software (VCS)']"
VPN,acr,style,abbreviation,"['virtual private network', 'virtual private network (VPN)']"
WFH,acr,style,abbreviation,['work from home']
WIIFM,acr,style,abbreviation,"[""What's in it for me?""]"
WOM,acr,style,abbreviation,"['word-of-mouth', 'word-of-mouth (WOM)']"
WTF,acr,style,abbreviation,['What the...']
WTH,acr,style,abbreviation,['What the...']
WYSIWYG,acr,style,abbreviation,"['what you see is what you get', 'what you see is what you get (WYSIWYG)']"
WoW,acr,style,abbreviation,"['week-over-week', 'week-over-week (WoW)']"
YTD,acr,style,abbreviation,"['year-to-date', 'year-to-date (YTD)']"
YoY,acr,style,abbreviation,"['year-over-year', 'year over year', 'year-over-year (YoY)']"
etc,abbr,style,filler,['-']
etc.,abbr,style,filler,['-']
